,Group,Accuracy,Precision,Recall,F1 Score
0,1.0,0.5628095818107999,0.5700228180262408,0.6278667923342759,0.6278667923342759
1,2.0,0.5261063743402354,0.5248406449193851,0.8795161797046811,0.8795161797046811
2,4.0,0.5271619975639464,0.5275048120757775,0.8179390512095508,0.8179390512095508
3,8.0,0.9003654080389769,0.9100047869794159,0.8958529688972667,0.8958529688972667
4,16.0,0.6527811611855461,0.6519337016574586,0.7043669494187873,0.7043669494187873
5,32.0,0.9438895655704426,0.9432901109201688,0.9484762802387684,0.9484762802387684
6,64.0,0.9425091352009743,0.9418931583880038,0.9472196041470312,0.9472196041470312
7,128.0,0.8482338611449451,0.8545970667087209,0.8512409676405907,0.8512409676405907
8,256.0,0.951278928136419,0.9523062441167242,0.953502984605718,0.953502984605718
